PMID	assigned?	rule_based	Correct Results	Haley		Peng Yu	Karthik	Chenwei	Xiaohuan	Yi Weng
27845903	notass	NA	N	N	Myoferlin is a novel exosomal protein and functional regulator of cancer-derived exosomes.	N	N		N	N
27847282	notass	Yes	Y	Y	Mesenchymal stem cell-derived extracellular vesicles ameliorate inflammation-induced preterm brain injury.	Y	Y		Y	Y
27852323	notass	Yes	Y	Y	Circulating exosomes from patients with systemic lupus erythematosus induce an proinflammatory immune response.	Y	Y		Y	Y
27852847	notass	Yes	N	N	Visualizing the Essential Role of Complete Virion Assembly Machinery in Efficient Hepatitis C Virus Cell-to-Cell Transmission by a Viral Infection-Activated Split-Intein-Mediated Reporter System.	N	N		N	N
27858353	notass	NA	N	N	Exosomes in Tumor Angiogenesis.	N	N		N	N
27872050	notass	Yes	Y	Y	Experimental, Systems, and Computational Approaches to Understanding the MicroRNA-Mediated Reparative Potential of Cardiac Progenitor Cell-Derived Exosomes From Pediatric Patients.	Y	N		Y	Y
27872197	notass	NA	N	N	Plasma exosomes are enriched in Hsp70 and modulated by stress and cortisol in rainbow trout.	N	N		N	N
27872619	notass	NA	Y	Y	Ebola VP40 in Exosomes Can Cause Immune Cell Dysfunction.	Y	Y		Y	Y
27873273	notass	NA	N	N	Isolation and Characterization of Exosomes Released by EBV-Immortalized Cells.	N	N		N	N
27873274	notass	NA	Y	Y	Functional Analysis of Exosomes Derived from EBV-Infected Cells.	Y	Y*		Y	Y
27881406	notass	No	N	N	Enrichment of selective miRNAs in exosomes and delivery of exosomal miRNAs in vitro and in vivo.	N	N		N	N
27882487	notass	Yes	Y	Y	Delivery of Small Interfering RNA to Inhibit Vascular Endothelial Growth Factor in Zebrafish Using Natural Brain Endothelia Cell-Secreted Exosome Nanovesicles for the Treatment of Brain Cancer.	Y	Y*		Y	Y
27886573	notass	NA	N	N	Nuclear transportation of exogenous epidermal growth factor receptor and androgen receptor via extracellular vesicles.	N	N		N	N
27888803	notass	No	N	N	Exosomal long noncoding RNA CRNDE-h as a novel serum-based biomarker for diagnosis and prognosis of colorectal cancer.	N	N		N	N
27892494	notass	Yes	N	N	Circular RNAs are down-regulated in KRAS mutant colon cancer cells and can be transferred to exosomes.	N	N		N	N
27895585	notass	NA	N	N	Feto-Maternal Trafficking of Exosomes in Murine Pregnancy Models.	N	N		N	N
27896643	notass	NA	N	N	A novel signaling role for miR-451 in esophageal tumor microenvironment and its contribution to tumor progression.	N	N		N	N
27900319	notass	Yes	N	N	Spleen-Dependent Immune Protection Elicited by CpG Adjuvanted Reticulocyte-Derived Exosomes from Malaria Infection Is Associated with Changes in T cell Subsets' Distribution.	N	N		Y	Y
27905554	notass	NA	N	N	Increased plasma VEGF levels following ischemic preconditioning are associated with downregulation of miRNA-762 and miR-3072-5p.	N	N		N	N
27906043	notass	NA	Y	Y	Exosomes play an important role in the process of psoralen reverse multidrug resistance of breast cancer.	Y	Y		Y	Y
27908912	notass	NA	Y	Y	A Deep Proteome Analysis Identifies the Complete Secretome as the Functional Unit of Human Cardiac Progenitor Cells.	Y	Y*		N	N
27909058	notass	NA	Y	Y	Secreted Glioblastoma Nanovesicles Contain Intracellular Signaling Proteins and Active Ras Incorporated in a Farnesylation-dependent Manner.	Y	Y*		N	N
27913196	notass	Yes	Y	Y	NF-kB-regulated exosomal miR-155 promotes the inflammation associated with arsenite carcinogenesis.	Y	Y*		Y	Y
27928512	notass	Yes	Y	Y	Extracellular Vesicle-Associated Aβ Mediates Trans-Neuronal Bioenergetic and Ca2+-Handling Deficits in Alzheimer's Disease Models.	Y	Y		Y	Y
27929118	notass	Yes	Y	Y	Exosomal microRNA miR-1246 induces cell motility and invasion through the regulation of DENND2D in oral squamous cell carcinoma.	Y	Y		Y	Y
27929413	notass	NA	N	N	Exosome Proteome of U-87MG Glioblastoma Cells.	N	N		N	N
27941677	notass	Yes	Y	Y	The Enrichment of Survivin in Exosomes from Breast Cancer Cells Treated with Paclitaxel Promotes Cell Survival and Chemoresistance.	Y*	N		Y	N
27943207	notass	NA	N	N	Quantitative Analysis of Exosomal miRNA via qPCR and Digital PCR.	N	N		N	N
27943208	notass	NA	N	N	Small RNA Library Construction for Exosomal RNA from Biological Samples for the Ion Torrent PGM™ and Ion S5™ System.	N	N		N	N
27943212	notass	NA	N	N	A Method for Isolation of Extracellular Vesicles and Characterization of Exosomes from Brain Extracellular Space.	N	N		N	N
27943213	notass	NA	N	N	Isolation of Exosomes and Microvesicles from Cell Culture Systems to Study Prion Transmission.	N	N		N	N
27943214	notass	NA	N	N	Isolation of Platelet-Derived Extracellular Vesicles.	N	N		N	N
27943216	notass	NA	N	N	Preparation and Isolation of siRNA-Loaded Extracellular Vesicles.	N	N		N	N
27956246	notass	Yes	N	N	Global profiling of viral and cellular non-coding RNAs in Epstein-Barr virus-induced lymphoblastoid cell lines and released exosome cargos.	N	N		N	N
27959588	notass	Yes	Y	Y	Exosome-Mediated Telomere Instability in Human Breast Epithelial Cancer Cells after X Irradiation.	Y	Y*		Y	Y
27965168	notass	NA	N	N	A specific spectral signature of serum and plasma-derived extracellular vesicles for cancer screening.	N	N		N	N
27973407	notass	NA	N	N	Comparative miRNA Analysis of Urine Extracellular Vesicles Isolated through Five Different Methods.	N	N		N	N
27977725	notass	NA	Y	Y	Characterization and Functional Analysis of Extracellular Vesicles and Muscle-Abundant miRNAs (miR-1, miR-133a, and miR-206) in C2C12 Myocytes and mdx Mice.	Y	Y*		Y	Y
27989744	notass	NA	N	N	Characterization of extracellular vesicles by IR spectroscopy: Fast and simple classification based on amide and CH stretching vibrations.	N	N		N	N
27990656	notass	NA	N	N	Exosomal and Non-Exosomal Urinary miRNAs in Prostate Cancer Detection and Prognosis.	N	N		N	N
27993726	notass	NA	N	N	Size-dependent cellular uptake of exosomes.	N	N		N	N
27998767	notass	NA	Y	Y	Maternal exosomes in diabetes contribute to the cardiac development deficiency.	Y	Y*		Y	Y
28000095	notass	NA	N	N	Exosomes from iPSCs Delivering siRNA Attenuate Intracellular Adhesion Molecule-1 Expression and Neutrophils Adhesion in Pulmonary Microvascular Endothelial Cells.	N	Y		Y	Y
28005467	notass	No	N	N	Defining the purity of exosomes required for diagnostic profiling of small RNA suitable for biomarker discovery.	N	N		N	N
28008587	notass	Yes	Y	Y	Neutral Ceramidase Secreted Via Exosome Protects Against Palmitate-Induced Apoptosis in INS-1 Cells.	Y	Y		Y	Y
28025988	notass	NA	N	N	Charge-based precipitation of extracellular vesicles.	N	N		N	N
28026121	notass	Yes	Y	Y	Circulating exosomal microRNA-96 promotes cell proliferation, migration and drug resistance by targeting LMO7.	Y	Y		Y	Y
28032400	notass	NA	N	N	Increasing circulating exosomes-carrying TRPC5 predicts chemoresistance in metastatic breast cancer patients.	N	N		N	N
28034753	notass	NA	Y	Y	Role of extracellular vesicles in the interaction between epithelial and mesenchymal cells during oviductal ciliogenesis.	Y	Y*		Y	Y
28038441	notass	Yes	N	N	Visualization of exosome-mediated miR-210 transfer from hypoxic tumor cells.	N	N		N	N
28039962	notass	NA	N	N	Association of ficolin-3 with abdominal aortic aneurysm presence and progression.	N	N		N	N
28040512	notass	NA	N	N	Extracellular vesicles of the blood-brain barrier: Role in the HIV-1 associated amyloid beta pathology.	N	N*		N	N
28042326	notass	Yes	Y	Y	Exosomes derived from miR-140-5p-overexpressing human synovial mesenchymal stem cells enhance cartilage tissue regeneration and prevent osteoarthritis of the knee in a rat model.	Y	Y		Y	Y
28042333	notass	Yes	Y	Y	Nanosized UCMSC-derived extracellular vesicles but not conditioned medium exclusively inhibit the inflammatory response of stimulated T cells: implications for nanomedicine.	Y	Y		Y	Y
28056059	notass	Yes	N	N	High Levels of EBV-Encoded RNA 1 (EBER1) Trigger Interferon and Inflammation-Related Genes in Keratinocytes Expressing HPV16 E6/E7.	N	N		N	N
28060758	notass	NA	Y	Y	Exosomes as mediators of platinum resistance in ovarian cancer.	Y	Y		Y	Y
28066248	notass	Yes	N	N	A Novel Sensitive Method to Measure Catechol-O-Methyltransferase Activity Unravels the Presence of This Activity in Extracellular Vesicles Released by Rat Hepatocytes.	N	N		N	N
28068409	notass	NA	N	N	Reprogramming Malignant Cancer Cells toward a Benign Phenotype following Exposure to Human Embryonic Stem Cell Microenvironment.	N	N		N	N
28068653	notass	NA	Y	Y	Exosomes Derived from Human Pulmonary Artery Endothelial Cells Shift the Balance between Proliferation and Apoptosis of Smooth Muscle Cells.	Y	Y		Y	Y
28070858	notass	NA	Y	Y	Exosome and Microvesicle-Enriched Fractions Isolated from Mesenchymal Stem Cells by Gradient Separation Showed Different Molecular Signatures and Functions on Renal Tubular Epithelial Cells.	Y	Y*		Y	Y
28073833	notass	NA	Y	Y	Exosomal miR-142-3p is increased during cardiac allograft rejection and augments vascular permeability through down-regulation of endothelial RAB11FIP2 expression.	Y	Y		Y	Y
28076321	notass	Yes	N	N	Secretion modification region-derived peptide blocks exosome release and mediates cell cycle arrest in breast cancer cells.	N	N		N	N
28077652	notass	Yes	Y	Y	Exosome-Mediated Intercellular Communication between Hepatitis C Virus-Infected Hepatocytes and Hepatic Stellate Cells.	Y	Y*		Y	Y
28082074	notass	No	Y	Y	Rescue of Hearing by Gene Delivery to Inner-Ear Hair Cells Using Exosome-Associated AAV.	Y	Y		Y	Y
28082743	notass	Yes	Y	Y	Adipose stem cell-derived nanovesicles inhibit emphysema primarily via an FGF2-dependent pathway.	Y	Y		Y	Y
28082869	notass	NA	N	N	Proteostasis and Diseases of the Motor Unit.	N	N		N	N
28086931	notass	NA	N	N	The release and trans-synaptic transmission of Tau via exosomes.	N	N		N	N
28086962	notass	Yes	N	N	Inhibitory effects of serum from sepsis patients on epithelial cell migration in vitro: a case control study.	N	N		N	N
28090688	notass	Yes	Y	Y	Exosomal miR-146a Contributes to the Enhanced Therapeutic Efficacy of Interleukin-1β-Primed Mesenchymal Stem Cells Against Sepsis.	Y	Y		Y	Y
28094285	notass	NA	Y	Y	Urinary Exosomes Contain MicroRNAs Capable of Paracrine Modulation of Tubular Transporters in Kidney.	Y	Y		Y	Y
28094758	notass	Yes	Y	Y	Exosomes isolated from serum of systemic sclerosis patients display alterations in their content of profibrotic and antifibrotic microRNA and induce a profibrotic phenotype in cultured normal dermal fibroblasts.	Y	Y*		Y	Y
28096299	notass	Yes	Y	Y	Exosomes from eosinophils autoregulate and promote eosinophil functions.	Y	Y		Y	Y
28096390	notass	NA	Y	Y	Modification of host dendritic cells by microchimerism-derived extracellular vesicles generates split tolerance.	Y	Y		Y	Y
28098260	notass	NA	N	N	Hepatitis B virus X protein is capable of down-regulating protein level of host antiviral protein APOBEC3G.	N	N		N	N
28099196	notass	NA	Y	Y	Use of Engineered Exosomes Expressing HLA and Costimulatory Molecules to Generate Antigen-specific CD8+ T Cells for Adoptive Cell Therapy.	Y	Y		N	Y
28105773	notass	No	N	N	Exosomal biomarkers of brain insulin resistance associated with regional atrophy in Alzheimer's disease.	N	N		N	N
28114422	notass	NA	N	N	A Comparative Study of Serum Exosome Isolation Using Differential Ultracentrifugation and Three Commercial Reagents.	N	N		N	N
28114883	notass	NA	N	N	Release of endothelial cell associated VEGFR2 during TGF-β modulated angiogenesis in vitro.	N	N		N	N
28115012	notass	NA	Y	Y	Exosomes derived from human menstrual blood-derived stem cells alleviate fulminant hepatic failure.	Y	Y		Y	Y
28121625	notass	NA	Y	Y	Cancer-associated fibroblasts release exosomal microRNAs that dictate an aggressive phenotype in breast cancer.	Y	Y*		Y	Y
28122335	notass	No	N	N	Detection of phosphatidylserine-positive exosomes as a diagnostic marker for ovarian malignancies: a proof of concept study.	N	N		N	N
28122430	notass	No	N	N	Exosome-Based Delivery of miR-124 in a Huntington's Disease Model.	N	N		N	N
28122964	notass	Yes	Y	Y	Circulating and Exosome-Packaged Hepatitis C Single-Stranded RNA Induce Monocyte Differentiation via TLR7/8 to Polarized Macrophages and Fibrocytes.	Y	Y		Y	Y
28129114	notass	Yes	Y	Y	Macrophage-Derived mir-155-Containing Exosomes Suppress Fibroblast Proliferation and Promote Fibroblast Inflammation during Cardiac Injury.	Y	Y		Y	Y
28137563	notass	Yes	N	N	Evaluating Exosome Protein Content Changes Induced by Virus Activity Using SILAC Labeling and LC-MS/MS.	N	N		N	N
28137659	notass	NA	Y	Y	Smuggling gold nanoparticles across cell types - A new role for exosomes in gene silencing.	Y	Y		N	N
28143451	notass	NA	N	N	Distinct prostate cancer-related mRNA cargo in extracellular vesicle subsets from prostate cell lines.	N	N		N	N
28144969	notass	NA	N	N	High levels of the AR-V7 Splice Variant and Co-Amplification of the Golgi Protein Coding YIPF6 in AR Amplified Prostate Cancer Bone Metastases.	N	N		N	N
28146372	notass	NA	N	N	The isolation of morphologically intact and biologically active extracellular vesicles from the secretome of cancer-associated adipose tissue.	N	N		N	N
28150884	notass	NA	N	N	Characterization of Protein Content Present in Exosomes Isolated from Conditioned Media and Urine.	N	N		N	N
28152544	notass	Yes	Y	Y	Exosomes confer chemoresistance to pancreatic cancer cells by promoting ROS detoxification and miR-155-mediated suppression of key gemcitabine-metabolising enzyme, DCK.	Y	Y		Y	Y
28159509	notass	Yes	Y	Y	Human Pericardial Fluid Contains Exosomes Enriched with Cardiovascular-Expressed MicroRNAs and Promotes Therapeutic Angiogenesis.	Y	Y*		Y	Y
28160157	notass	NA	N	N	A comparison of serum miRNAs influencing metastatic growth of EMT6 vs 4THM tumor cells in wild-type and CD200R1KO mice.	N	N		N	N
28161063	notass	NA	N	N	Influence of maternal BMI on the exosomal profile during gestation and their role on maternal systemic inflammation.	N	N		N	N
28163069	notass	NA	N	N	Adipose-Derived Stem Cells Protect Skin Flaps against Ischemia/Reperfusion Injury via IL-6 Expression.	N	N		N	N
28163101	notass									
28163264	notass	NA	N	N	Effects of exosome-like vesicles on cumulus expansion in pigs in vitro.	N	N		N	N
28165027	notass	NA	Y	Y	Potential role of corneal epithelial cell-derived exosomes in corneal wound healing and neovascularization.	Y	Y			Y
28165174	notass	No	N	N	Virus-Mimetic Fusogenic Exosomes for Direct Delivery of Integral Membrane Proteins to Target Cell Membranes.	N	N		N	N
28167565	notass	NA	Y	Y	Y RNA fragment in extracellular vesicles confers cardioprotection via modulation of IL-10 expression and secretion.	Y	Y		Y	Y
28167681	notass	Yes	Y	Y	miR-450a-5p within rat adipose tissue exosome-like vesicles promotes adipogenic differentiation by targeting WISP2.	Y	Y		Y	Y
28170176	notass	Yes	Y	Y	Exosomes Derived from Akt-Modified Human Umbilical Cord Mesenchymal Stem Cells Improve Cardiac Regeneration and Promote Angiogenesis via Activating Platelet-Derived Growth Factor D.	Y	Y		Y	Y
28170197	notass	Yes	Y	Y	Enhanced Cardioprotection by Human Endometrium Mesenchymal Stem Cells Driven by Exosomal MicroRNA-21.	Y	Y		Y	Y
28173719	notass	Yes	Y	Y	Exosomal MicroRNA-15a Transfer from the Pancreas Augments Diabetic Complications by Inducing Oxidative Stress.	Y	Y		Y	N
28188035	notass	Yes	Y	Y	Breast milk-derived exosomes promote intestinal epithelial cell growth.	Y	Y		Y	Y
28192399	notass	No	N	N	C-Met/miR-130b axis as novel mechanism and biomarker for castration resistance state acquisition.	N	N		N	N
28198592	notass	Yes	Y	Y	Bone Marrow-Derived Mesenchymal Stem Cells-Derived Exosomes Promote Survival of Retinal Ganglion Cells Through miRNA-Dependent Mechanisms.	Y	Y		Y	Y
28199304	notass	Yes	N	N	Adipose-derived circulating miRNAs regulate gene expression in other tissues.	N	N		N	N
28203202	notass	NA	N	N	Plasma Exosomes Spread and Cluster Around β-Amyloid Plaques in an Animal Model of Alzheimer's Disease.	N	N		N	N
28213378	notass	NA	N	N	Prognostic role of circulating exosomal miRNAs in multiple myeloma.	N	N		N	N
28216373	notass	Yes	Y	Y	TWEAK-stimulated macrophages inhibit metastasis of epithelial ovarian cancer via exosomal shuttling of microRNA.	Y	Y		Y	Y
28223684	notass	Yes	N	N	Dendritic cells derived exosomes migration to spleen and induction of inflammation are regulated by CCR7.	N	Y		Y	N
28232516	notass	NA	N	N	Differential Protein Expression Marks the Transition From Infection With Opisthorchis viverrini to Cholangiocarcinoma.	N	N		N	N
28232590	notass	Yes	Y	Y	MicroRNA cluster miR-17-92 Cluster in Exosomes Enhance Neuroplasticity and Functional Recovery After Stroke in Rats.	Y	Y		Y	Y
28233416	notass	No	N	N	GPC1 exosome and its regulatory miRNAs are specific markers for the detection and target therapy of colorectal cancer.	N	N		N	N
28236854	notass	Yes	N	N	Transfer of malignant traits as opposed to migration of cells: A novel concept to explain metastatic disease.	N	N		N	N
28240915	notass	NA	N	N	Quantitative Proteomic Analysis of Serum Exosomes from Patients with Locally Advanced Pancreatic Cancer Undergoing Chemoradiotherapy.	N	N		N	N
28241021	notass	Yes	Y	Y	Extracellular vesicles mediate signaling between the aqueous humor producing and draining cells in the ocular system.	Y	Y*		Y	Y
28242843	notass	NA	N	N	Label-free Proteomic Analysis of Exosomes Derived from Inducible Hepatitis B Virus-Replicating HepAD38 Cell Line.	N	N		N	N
28245982	notass	NA	N	N	Comparative analysis of microRNA and mRNA expression profiles in cells and exosomes under toluene exposure.	N	N		N	N
28246603	notass	No	N	N	Urinary Exosomal miR-193a Can Be a Potential Biomarker for the Diagnosis of Primary Focal Segmental Glomerulosclerosis in Children.	N	N		N	N
28255275	notass	Yes	Y	Y	Exosomes Secreted from Human-Induced Pluripotent Stem Cell-Derived Mesenchymal Stem Cells Prevent Osteonecrosis of the Femoral Head by Promoting Angiogenesis.	Y	Y		Y	Y
28259929	notass	NA	N	N	Expression profiles and circulation dynamics of rat mesenteric lymph microRNAs.	N	N		N	N
28264626	notass	NA	N	N	Quantitative changes in the protein and miRNA cargo of plasma exosome-like vesicles after exposure to ionizing radiation.	N	N		N	N
28271621	notass	NA	N	N	First Characterization of Human Amniotic Fluid Stem Cell Extracellular Vesicles as a Powerful Paracrine Tool Endowed with Regenerative Potential.	N	N		Y	Y
28273783	notass	NA	N	N	Multiple sclerosis: Serum-derived exosomes express myelin proteins.	N	N		N	Y
28274991	notass	Yes	Y*	Y*	Macrophage-derived apoptotic bodies promote the proliferation of the recipient cells via shuttling microRNA-221/222.	Y*	N		Y	Y
28278290	notass	Yes	N	N	Exosomes are released by bystander cells exposed to radiation-induced biophoton signals: Reconciling the mechanisms mediating the bystander effect.	N	N		N	N
28279188	notass	Yes	N	N	Comparison of exosomes secreted by induced pluripotent stem cell-derived mesenchymal stem cells and synovial membrane-derived mesenchymal stem cells for the treatment of osteoarthritis.	Y	Y*		Y	Y
28283886	notass	NA	N	N	Protein Characterization of Extracellular Microvesicles/Exosomes Released from Cytotoxin-Challenged Rat Cerebrocortical Mixed Culture and Mouse N2a Cells.	N	N		N	N
28284981	notass	NA	Y	Y	Exosomes from M1-Polarized Macrophages Potentiate the Cancer Vaccine by Creating a Pro-inflammatory Microenvironment in the Lymph Node.	Y	Y		Y	Y
28285404	notass	Yes	Y	Y	Exosomes-mediated transfer of long noncoding RNA ZFAS1 promotes gastric cancer progression.	Y	Y		Y	Y
28288760	notass	NA	N	N	Isolation and characterization of exosomes derived from fertile sheep hydatid cysts.	N	N		N	N
28288874	notass	NA	Y	Y	Loss of exosomal miR-320a from cancer-associated fibroblasts contributes to HCC proliferation and metastasis.	Y	Y		Y	Y
28289400	notass	NA	N	N	Increased Circulating Exosomal miRNA-223 Is Associated with Acute Ischemic Stroke.	N	N		N	N
28290182	notass	NA	Y	Y	Exosomes and their role in the micro-/macro-environment: a comprehensive review.	Y	Y		Y	Y
28295502	notass	NA	Y	Y	Assessment of renal response with urinary exosomes in patients with AL amyloidosis: A proof of concept.	Y	Y		Y	Y
28297576	notass	NA	Y	Y	Chitosan Wound Dressings Incorporating Exosomes Derived from MicroRNA-126-Overexpressing Synovium Mesenchymal Stem Cells Provide Sustained Release of Exosomes and Heal Full-Thickness Skin Defects in a Diabetic Rat Model.	Y	Y*		Y	N
28298297	notass	NA	Y	Y	Angiogenic Mechanisms of Human CD34+ Stem Cell Exosomes in the Repair of Ischemic Hindlimb.	Y	Y		Y	Y
28321582	notass	NA	Y	Y	Exosomes Secreted from HEK293-APP Swe/Ind Cells Impair the Hippocampal Neurogenesis.	Y	Y		Y	Y
28324860	notass	NA	N	N	Direct detection of two different tumor-derived extracellular vesicles by SAM-AuNIs LSPR biosensor.	N	N		N	N
28325957	notass	Yes	N	N	Heat Shock Protein HSP27 Secretion by Ovarian Cancer Cells Is Linked to Intracellular Expression Levels, Occurs Independently of the Endoplasmic Reticulum Pathway and HSP27's Phosphorylation Status, and Is Mediated by Exosome Liberation.	N	N		Y	N
28326170	notass	NA	N	N	Obstacles and opportunities in the functional analysis of extracellular vesicle RNA - an ISEV position paper.	N	N		N	N
28326171	notass	NA	N	N	Large-scale isolation and cytotoxicity of extracellular vesicles derived from activated human natural killer cells.	N	N		N	N
28334432	notass	Yes	Y	Y	UCH-L1-containing exosomes mediate chemotherapeutic resistance transfer in breast cancer.	Y	Y		Y	Y
28338200	notass	Yes	Y	Y	Glioma cells promote angiogenesis through the release of exosomes containing long non-coding RNA POU3F3.	Y	Y		Y	Y
28341051	notass	NA	Y	Y	Whey protein-derived exosomes increase protein synthesis and hypertrophy in C2-C12 myotubes.	Y	Y		Y	Y
28341602	notass	NA	N	N	Cytosolic YB-1 and NSUN2 are the only proteins recognizing specific motifs present in mRNAs enriched in exosomes.	N	N		N	N
28345878	notass	NA	N	N	Multispectral Optical Tweezers for Biochemical Fingerprinting of CD9-Positive Exosome Subpopulations.	N	N		N	N
28346015	notass	NA	Y	Y	The role of exosomes derived from cerebrospinal fluid of spinal cord injury in neuron proliferation in vitro.	Y	Y		Y	Y
28346798	notass	NA	N	N	Priming Adipose Stem Cells with Tumor Necrosis Factor-Alpha Preconditioning Potentiates Their Exosome Efficacy for Bone Regeneration.	N	N		N	N
28350871	notass	Yes	N	N	Oxygen tension regulates the miRNA profile and bioactivity of exosomes released from extravillous trophoblast cells - Liquid biopsies for monitoring complications of pregnancy.	N	N		N	N
28350875	notass	NA	Y	Y	Effects of embryo-derived exosomes on the development of bovine cloned embryos.	Y	Y		Y	Y
28356285	notass	NA	Y	Y	Exosome production and its regulation of EGFR during wound healing in renal tubular cells.	Y	Y		Y	Y
28357077	notass	NA	N	N	Circulating osteocyte-derived exosomes contain miRNAs which are enriched in exosomes from MLO-Y4 cells.	N	N		N	N
28358371	notass	NA	N	N	Cell-based therapy using miR-302-367 expressing cells represses glioblastoma growth.	N	N		N	N
28359953	notass	Yes	N	N	Cigarette smoke extract induced exosome release is mediated by depletion of exofacial thiols and can be inhibited by thiol-antioxidants.	N	N		N	N
28360912	notass	Yes	Y	Y	Exosomes Isolated from Ascites of T-Cell Lymphoma-Bearing Mice Expressing Surface CD24 and HSP-90 Induce a Tumor-Specific Immune Response.	Y	Y*		Y	Y
28361998	notass	Yes	Y	Y	Exosome-associated AAV2 vector mediates robust gene delivery into the murine retina upon intravitreal injection.	Y	Y		Y	Y
28362903	notass	NA	N	N	Schistosomal MicroRNAs Isolated From Extracellular Vesicles in Sera of Infected Patients: A New Tool for Diagnosis and Follow-up of Human Schistosomiasis.	N	N		N	N
28363268	notass	Yes	Y	Y	MicroRNA-183-5p Increases with Age in Bone-Derived Extracellular Vesicles, Suppresses Bone Marrow Stromal (Stem) Cell Proliferation, and Induces Stem Cell Senescence.	Y	Y*		Y	N
28365418	notass	NA	N	N	Higher functionality of extracellular vesicles isolated using size-exclusion chromatography compared to ultracentrifugation.	N	N		N	N
28376567	notass	Yes	Y	Y	Hypoxia Inducible Factor-1α Potentiates Jagged 1-Mediated Angiogenesis by Mesenchymal Stem Cell-Derived Exosomes.	Y	Y*		Y	N
28376875	notass	NA	Y	Y	TGFBR2-dependent alterations of exosomal cargo and functions in DNA mismatch repair-deficient HCT116 colorectal cancer cells.	Y	Y*		Y	N
28377049	notass	No	N	N	The endocytic pathways of a secretory granule membrane protein in HEK293 cells: PAM and EGF traverse a dynamic multivesicular body network together.	N	N		N	N
28378599	notass	Yes	Y	Y	Liposomal microparticle injection can induce myeloid-derived suppressor cells (MDSC)-like cells in vivo.	Y	Y		Y	Y
28382720	notass	NA	Y	Y	Exosomes derived from miR-181-5p-modified adipose-derived mesenchymal stem cells prevent liver fibrosis via autophagy activation.	Y	Y		Y	Y
28383146	notass	NA	N	N	Differential expression of urinary exosomal microRNAs in IgA nephropathy.	N	N		N	N
28388958	notass	Yes	Y	Y	Pre-incubation with hucMSC-exosomes prevents cisplatin-induced nephrotoxicity by activating autophagy.	Y	Y		Y	Y
28392234	notass	NA	N	N	Selection of the highly replicative and partially multidrug resistant rtS78T HBV polymerase mutation during TDF-ETV combination therapy.	N	N		N	N
28396511	notass	No	N	N	Database-augmented Mass Spectrometry Analysis of Exosomes Identifies Claudin 3 as a Putative Prostate Cancer Biomarker.	N	N		N	N
28400428	notass	NA	Y	Y	Suppression of Lymphocyte Functions by Plasma Exosomes Correlates with Disease Activity in Patients with Head and Neck Cancer.	Y	Y		Y	Y
28400445	notass	Yes	N	N	MicroRNA-23a and MicroRNA-27a Mimic Exercise by Ameliorating CKD-Induced Muscle Atrophy.	N	N		N	N
28401635	notass	NA	N	N	Electrokinetic device design and constraints for use in high conductance solutions.	N	N		N	N
28402650	notass	NA	N	N	Comprehensive Analytical Approach toward Glycomic Characterization and Profiling in Urinary Exosomes.	N	N		N	N
28405801	notass	NA	N	N	Urine exosomes from healthy and hypertensive pregnancies display elevated level of α-subunit and cleaved α- and γ-subunits of the epithelial sodium channel-ENaC.	N	N		N	N
28407783	notass	Yes	Y	Y	Exosomal transfer of tumor-associated macrophage-derived miR-21 confers cisplatin resistance in gastric cancer cells.	Y	Y		Y	Y
28408180	notass	Yes	Y	Y	Exosome-Mediated miR-155 Transfer from Smooth Muscle Cells to Endothelial Cells Induces Endothelial Injury and Promotes Atherosclerosis.	Y	Y		Y	Y
28410004	notass	NA	N	N	RNA in Salivary Extracellular Vesicles as a Possible Tool for Systemic Disease Diagnosis.	N	N		N	N
28410224	notass	Yes	Y	Y	Glioma stem cells-derived exosomes promote the angiogenic ability of endothelial cells through miR-21/VEGF signal.	Y	Y		Y	Y
28411247	notass	Yes	Y	Y	Exosomal MicroRNA Transfer Into Macrophages Mediates Cellular Postconditioning.	Y	Y		Y	Y
28415718	notass	NA	Y	Y	Exosomal microRNAs isolated from plasma of mesenteric veins linked to liver metastases in resected patients with colon cancer.	Y	Y		Y	Y
28422319	notass	No	N	N	Exosomes Transfer Among Different Species Cells and Mediating miRNAs Delivery.	N	N		N	N
28423032	notass	NA	N	N	Complete study demonstrating the absence of rhabdovirus in a distinct Sf9 cell line.	N	N		N	N
28423355	notass	Yes	Y	Y	Mesenchymal stem cells release exosomes that transfer miRNAs to endothelial cells and promote angiogenesis.	Y	Y		Y	Y
28424577	notass	No	N	N	Investigation of Endocytic Pathways for the Internalization of Exosome-Associated Oligomeric Alpha-Synuclein.	N	N		N	N
28429770	notass	Yes	Y	Y	Neurons secrete miR-132-containing exosomes to regulate brain vascular integrity.	Y	Y		Y	Y
28436447	notass	NA	N	N	An integrated double-filtration microfluidic device for isolation, enrichment and quantification of urinary extracellular vesicles for detection of bladder cancer.	N	N		N	N
28437377	notass	NA	N	N	MicroRNA-21 Is Required for Local and Remote Ischemic Preconditioning in Multiple Organ Protection Against Sepsis.	N	N		N	N
28438694	notass	NA	N	N	Predictive role of GSTP1-containing exosomes in chemotherapy-resistant breast cancer.		N		Y	Y
28438789	notass	NA	N	N	Desmoglein 2 modulates extracellular vesicle release from squamous cell carcinoma keratinocytes.		N		N	N
28445150	notass	NA	N	N	Modulation of the inwardly rectifying potassium channel Kir4.1 by the pro-invasive miR-5096 in glioblastoma cells.		N		N	N
